datetime,account,category,amount,currency,note,record_type
2019-04-12 00:00:00,One,該死,-150.0,TWD,荒野亂鬥,transaction
2019-04-12 00:00:00,One,增肥,-39.0,TWD,小香腸,transaction
2019-04-12 00:00:00,One,增肥,-40.0,TWD,炒麵,transaction
2019-04-12 00:00:00,One,頭暈,-240.0,TWD,,transaction
2019-04-12 00:00:00,One,一起,-24.0,TWD,,transaction
2019-04-12 00:00:00,One,頭暈,-50.0,TWD,,transaction
2019-04-12 00:00:00,One,增肥,-140.0,TWD,義大利麵,transaction
2019-04-14 00:00:00,One,孝親,-10000.0,TWD,,transaction
2019-04-14 00:00:00,One,增肥,-39.0,TWD,香腸,transaction
2019-04-14 00:00:00,One,頭暈,-125.0,TWD,,transaction
2019-04-14 00:00:00,One,增肥,-38.0,TWD,奶茶,transaction
2019-04-14 00:00:00,One,增肥,-35.0,TWD,飲料,transaction
2019-04-14 00:00:00,One,遮羞,-300.0,TWD,剪頭髮,transaction
2019-04-14 00:00:00,One,增肥,-25.0,TWD,麥仔茶,transaction
2019-04-14 00:00:00,One,一起,-24.0,TWD,,transaction
2019-04-14 00:00:00,One,增肥,-65.0,TWD,抄手,transaction
2019-04-14 00:00:00,One,一起,-24.0,TWD,,transaction
2019-04-15 00:00:00,One,一起,-24.0,TWD,,transaction
2019-04-15 00:00:00,One,增肥,-68.0,TWD,一芳,transaction
2019-04-15 00:00:00,One,增肥,-90.0,TWD,玖伍,transaction
2019-04-15 00:00:00,One,一起,-24.0,TWD,,transaction
2019-04-15 00:00:00,One,增肥,-160.0,TWD,麥噹噹,transaction
2019-04-16 00:00:00,One,增肥,-55.0,TWD,沙拉,transaction
2019-04-16 00:00:00,One,一起,-24.0,TWD,,transaction
2019-04-16 00:00:00,One,增肥,-120.0,TWD,八番堂,transaction
2019-04-16 00:00:00,One,一起,-24.0,TWD,,transaction
2019-04-16 00:00:00,One,增肥,-70.0,TWD,Come buy,transaction
2019-04-17 00:00:00,One,一起,-30.0,TWD,,transaction
2019-04-17 00:00:00,One,增肥,-20.0,TWD,純喫茶,transaction
2019-04-17 00:00:00,One,一起,-24.0,TWD,,transaction
2019-04-17 00:00:00,One,一起,-24.0,TWD,,transaction
2019-04-17 00:00:00,One,講話,-430.0,TWD,,transaction
2019-04-17 00:00:00,One,增肥,-128.0,TWD,Burger King,transaction
2019-04-17 00:00:00,One,一起,-30.0,TWD,,transaction
2019-04-18 00:00:00,One,一起,-24.0,TWD,,transaction
2019-04-18 00:00:00,One,增肥,-1054.0,TWD,,transaction
2019-04-18 00:00:00,One,該死,-1500.0,TWD,,transaction
2019-04-18 00:00:00,One,一起,-24.0,TWD,,transaction
2019-04-18 00:00:00,One,屋伯,-497.0,TWD,,transaction
2019-04-18 00:00:00,One,一起,-24.0,TWD,,transaction
2019-04-18 00:00:00,One,增肥,-100.0,TWD,排骨飯,transaction
2019-04-19 00:00:00,One,一起,-24.0,TWD,,transaction
2019-04-19 00:00:00,One,增肥,-65.0,TWD,沐白,transaction
2019-04-19 00:00:00,One,一起,-24.0,TWD,,transaction
2019-04-19 00:00:00,One,增肥,-100.0,TWD,炒飯,transaction
2019-04-19 00:00:00,One,增肥,-75.0,TWD,晚餐,transaction
2019-04-20 00:00:00,One,霧狀,-1860.0,TWD,煙油,transaction
2019-04-20 00:00:00,One,汽啪,-80.0,TWD,,transaction
2019-04-21 00:00:00,One,五金,-798.0,TWD,抹布,transaction
2019-04-21 00:00:00,One,增肥,-250.0,TWD,711,transaction
2019-04-22 00:00:00,One,增肥,-475.0,TWD,可麗露,transaction
2019-04-22 00:00:00,One,增肥,-86.0,TWD,711,transaction
2019-04-22 00:00:00,One,增肥,-218.0,TWD,麥噹噹,transaction
2019-04-22 00:00:00,One,增肥,-55.0,TWD,沙拉,transaction
2019-04-22 00:00:00,One,汽暖,-900.0,TWD,,transaction
2019-04-22 00:00:00,One,該死,-1030.0,TWD,,transaction
2019-04-23 00:00:00,One,一起,-16.0,TWD,,transaction
2019-04-23 00:00:00,One,一起,-24.0,TWD,,transaction
2019-04-23 00:00:00,One,增肥,-100.0,TWD,排骨飯,transaction
2019-04-23 00:00:00,One,頭暈,-94.0,TWD,,transaction
2019-04-23 00:00:00,One,增肥,-29.0,TWD,,transaction
2019-04-23 00:00:00,One,一起,-24.0,TWD,,transaction
2019-04-24 00:00:00,One,苦口,-200.0,TWD,,transaction
2019-04-24 00:00:00,One,一起,-24.0,TWD,,transaction
2019-04-24 00:00:00,One,增肥,-115.0,TWD,燒臘,transaction
2019-04-24 00:00:00,One,增肥,-60.0,TWD,Come buy,transaction
2019-04-24 00:00:00,One,一起,-24.0,TWD,,transaction
2019-04-24 00:00:00,One,增肥,-60.0,TWD,餛飩麵,transaction
2019-04-27 00:00:00,One,增肥,-35.0,TWD,水,transaction
2019-04-27 00:00:00,One,增肥,-490.0,TWD,鹹花生,transaction
2019-04-28 00:00:00,One,一起,-24.0,TWD,,transaction
2019-04-28 00:00:00,One,增肥,-80.0,TWD,臭豆腐,transaction
2019-04-28 00:00:00,One,增肥,-68.0,TWD,一芳,transaction
2019-04-29 00:00:00,One,增肥,-60.0,TWD,涼麵,transaction
2019-04-29 00:00:00,One,借過,-400.0,TWD,,transaction
2019-04-29 00:00:00,One,五金,-199.0,TWD,,transaction
2019-04-29 00:00:00,One,汽啪,-230.0,TWD,,transaction
2019-04-29 00:00:00,One,汽暖,-903.0,TWD,,transaction
2019-04-29 00:00:00,One,增肥,-140.0,TWD,阿圖,transaction
2019-04-29 00:00:00,One,增肥,-25.0,TWD,奶茶,transaction
2019-04-29 00:00:00,One,增肥,-39.0,TWD,香腸,transaction
2019-04-30 00:00:00,One,頭暈,-120.0,TWD,,transaction
2019-04-30 00:00:00,One,霧狀,-140.0,TWD,,transaction
2019-04-30 00:00:00,One,頭暈,-200.0,TWD,,transaction
2019-04-30 00:00:00,One,增肥,-1276.0,TWD,晚餐,transaction
2019-04-30 00:00:00,One,一起,-16.0,TWD,,transaction
2019-04-30 00:00:00,One,增肥,-38.0,TWD,,transaction
2019-04-30 00:00:00,One,一起,-24.0,TWD,,transaction
2019-04-30 00:00:00,One,增肥,-100.0,TWD,排骨飯,transaction
2019-04-30 00:00:00,One,增肥,-65.0,TWD,迷克夏,transaction
2019-05-01 00:00:00,One,增肥,-70.0,TWD,Come buy,transaction
2019-05-01 00:00:00,One,增肥,-65.0,TWD,Cama,transaction
2019-05-01 00:00:00,One,該死,-79.0,TWD,電影,transaction
2019-05-01 00:00:00,One,該死,-80.0,TWD,電影,transaction
2019-05-02 00:00:00,One,增肥,-115.0,TWD,豬腳便當,transaction
2019-05-02 00:00:00,One,增肥,-60.0,TWD,水餃,transaction
2019-05-02 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-02 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-03 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-03 00:00:00,One,增肥,-173.0,TWD,麥噹噹,transaction
2019-05-03 00:00:00,One,增肥,-85.0,TWD,黃記,transaction
2019-05-03 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-03 00:00:00,One,增肥,-35.0,TWD,冰棒,transaction
2019-05-03 00:00:00,One,頭暈,-47.0,TWD,,transaction
2019-05-04 00:00:00,One,增肥,-300.0,TWD,,transaction
2019-05-04 00:00:00,One,增肥,-64.0,TWD,,transaction
2019-05-05 00:00:00,One,汽暖,-880.0,TWD,,transaction
2019-05-05 00:00:00,One,增肥,-55.0,TWD,樺達,transaction
2019-05-05 00:00:00,One,增肥,-160.0,TWD,繼光香香雞,transaction
2019-05-05 00:00:00,One,增肥,-374.0,TWD,秦老大,transaction
2019-05-06 00:00:00,One,增肥,-39.0,TWD,,transaction
2019-05-06 00:00:00,One,屋伯,-227.0,TWD,,transaction
2019-05-06 00:00:00,One,帳單,-749.0,TWD,,transaction
2019-05-06 00:00:00,One,五金,-199.0,TWD,,transaction
2019-05-06 00:00:00,One,增肥,-115.0,TWD,燒臘,transaction
2019-05-06 00:00:00,One,增肥,-145.0,TWD,豬腳大王,transaction
2019-05-06 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-06 00:00:00,One,頭暈,-800.0,TWD,,transaction
2019-05-06 00:00:00,One,汽啪,-230.0,TWD,,transaction
2019-05-07 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-07 00:00:00,One,增肥,-173.0,TWD,麥噹噹,transaction
2019-05-07 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-07 00:00:00,One,增肥,-160.0,TWD,義大利麵,transaction
2019-05-08 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-08 00:00:00,One,增肥,-68.0,TWD,一芳,transaction
2019-05-08 00:00:00,One,增肥,-153.0,TWD,麥噹噹,transaction
2019-05-08 00:00:00,One,增肥,-100.0,TWD,排骨飯,transaction
2019-05-08 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-09 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-09 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-09 00:00:00,One,增肥,-50.0,TWD,清新,transaction
2019-05-09 00:00:00,One,一起,-16.0,TWD,,transaction
2019-05-09 00:00:00,One,增肥,-105.0,TWD,晴光意麵,transaction
2019-05-10 00:00:00,One,薪資,500.0,TWD,員工代墊,transaction
2019-05-10 00:00:00,One,頭暈,-79.0,TWD,,transaction
2019-05-10 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-10 00:00:00,One,薪資,153471.0,TWD,加班費11w,transaction
2019-05-10 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-10 00:00:00,One,增肥,-160.0,TWD,玖伍,transaction
2019-05-10 00:00:00,One,增肥,-161.0,TWD,麥噹噹,transaction
2019-05-11 00:00:00,One,屋伯,-244.0,TWD,,transaction
2019-05-11 00:00:00,One,五金,-177.0,TWD,水費,transaction
2019-05-11 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-11 00:00:00,One,增肥,-80.0,TWD,早餐,transaction
2019-05-11 00:00:00,One,帳單,-1573.0,TWD,所得稅,transaction
2019-05-11 00:00:00,One,增肥,-160.0,TWD,咖啡,transaction
2019-05-12 00:00:00,One,增肥,-60.0,TWD,Cama,transaction
2019-05-12 00:00:00,One,遮羞,-300.0,TWD,剪頭髮,transaction
2019-05-12 00:00:00,One,增肥,-627.0,TWD,頂好,transaction
2019-05-12 00:00:00,One,增肥,-58.0,TWD,豆漿,transaction
2019-05-12 00:00:00,One,增肥,-175.0,TWD,奶油,transaction
2019-05-13 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-13 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-13 00:00:00,One,增肥,-115.0,TWD,中餐,transaction
2019-05-13 00:00:00,One,增肥,-90.0,TWD,晚餐,transaction
2019-05-14 00:00:00,One,增肥,-150.0,TWD,八番堂,transaction
2019-05-14 00:00:00,One,汽啪,-230.0,TWD,,transaction
2019-05-14 00:00:00,One,增肥,-384.0,TWD,,transaction
2019-05-15 00:00:00,One,該死,-950.0,TWD,,transaction
2019-05-15 00:00:00,One,增肥,-100.0,TWD,豬血湯,transaction
2019-05-15 00:00:00,One,帳單,-123.0,TWD,,transaction
2019-05-15 00:00:00,One,汽啪,-75.0,TWD,,transaction
2019-05-15 00:00:00,One,五金,-130.0,TWD,雨傘,transaction
2019-05-15 00:00:00,One,增肥,-70.0,TWD,Come buy,transaction
2019-05-15 00:00:00,One,增肥,-29.0,TWD,,transaction
2019-05-15 00:00:00,One,增肥,-430.0,TWD,,transaction
2019-05-16 00:00:00,One,孝親,-10000.0,TWD,,transaction
2019-05-16 00:00:00,One,汽暖,-900.0,TWD,,transaction
2019-05-16 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-16 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-16 00:00:00,One,增肥,-69.0,TWD,茶湯會,transaction
2019-05-16 00:00:00,One,增肥,-100.0,TWD,牛肉麵,transaction
2019-05-16 00:00:00,One,講話,-139.0,TWD,,transaction
2019-05-16 00:00:00,One,一起,-32.0,TWD,,transaction
2019-05-16 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-16 00:00:00,One,增肥,-30.0,TWD,,transaction
2019-05-16 00:00:00,One,頭暈,-47.0,TWD,,transaction
2019-05-17 00:00:00,One,增肥,-90.0,TWD,迷克夏,transaction
2019-05-17 00:00:00,One,增肥,-42.0,TWD,,transaction
2019-05-17 00:00:00,One,一起,-16.0,TWD,,transaction
2019-05-17 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-17 00:00:00,One,增肥,-1550.0,TWD,豬肚鍋,transaction
2019-05-17 00:00:00,One,增肥,-90.0,TWD,關東煮,transaction
2019-05-17 00:00:00,One,五金,-77.0,TWD,電費,transaction
2019-05-17 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-18 00:00:00,One,苦口,-200.0,TWD,,transaction
2019-05-18 00:00:00,One,該死,-170.0,TWD,荒野亂鬥,transaction
2019-05-18 00:00:00,One,增肥,-121.0,TWD,陳三鼎,transaction
2019-05-18 00:00:00,One,增肥,-16.0,TWD,,transaction
2019-05-18 00:00:00,One,增肥,-35.0,TWD,,transaction
2019-05-18 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-18 00:00:00,One,增肥,-60.0,TWD,刮包,transaction
2019-05-18 00:00:00,One,增肥,-40.0,TWD,,transaction
2019-05-19 00:00:00,One,汽啪,-40.0,TWD,,transaction
2019-05-19 00:00:00,One,該死,-80.0,TWD,租電影,transaction
2019-05-20 00:00:00,One,增肥,-155.0,TWD,Starbucks,transaction
2019-05-20 00:00:00,One,增肥,-60.0,TWD,水餃,transaction
2019-05-20 00:00:00,One,增肥,-1118.0,TWD,,transaction
2019-05-20 00:00:00,One,汽啪,-230.0,TWD,,transaction
2019-05-21 00:00:00,One,霧狀,-1500.0,TWD,煙彈,transaction
2019-05-21 00:00:00,One,增肥,-115.0,TWD,燒臘,transaction
2019-05-21 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-21 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-21 00:00:00,One,增肥,-115.0,TWD,豬腳大王,transaction
2019-05-21 00:00:00,One,增肥,-55.0,TWD,可不可,transaction
2019-05-22 00:00:00,One,五金,-346.0,TWD,吉他弦,transaction
2019-05-22 00:00:00,One,增肥,-80.0,TWD,關東煮,transaction
2019-05-22 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-22 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-22 00:00:00,One,增肥,-173.0,TWD,麥噹噹,transaction
2019-05-22 00:00:00,One,增肥,-895.0,TWD,牛腱,transaction
2019-05-22 00:00:00,One,帳單,-4500.0,TWD,峻誠,transaction
2019-05-22 00:00:00,One,增肥,-80.0,TWD,Starbucks,transaction
2019-05-23 00:00:00,One,一起,-28.0,TWD,,transaction
2019-05-23 00:00:00,One,一起,-20.0,TWD,,transaction
2019-05-23 00:00:00,One,增肥,-68.0,TWD,一芳,transaction
2019-05-23 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-23 00:00:00,One,增肥,-327.0,TWD,漢堡王,transaction
2019-05-23 00:00:00,One,增肥,-250.0,TWD,哈根達斯,transaction
2019-05-24 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-24 00:00:00,One,霧狀,-140.0,TWD,,transaction
2019-05-24 00:00:00,One,增肥,-70.0,TWD,燉奶,transaction
2019-05-24 00:00:00,One,頭暈,-69.0,TWD,,transaction
2019-05-24 00:00:00,One,一起,-36.0,TWD,,transaction
2019-05-24 00:00:00,One,增肥,-145.0,TWD,女王漢堡,transaction
2019-05-24 00:00:00,One,一起,-28.0,TWD,,transaction
2019-05-25 00:00:00,One,頭暈,-69.0,TWD,,transaction
2019-05-25 00:00:00,One,頭暈,-69.0,TWD,,transaction
2019-05-25 00:00:00,One,頭暈,-69.0,TWD,,transaction
2019-05-25 00:00:00,One,增肥,-25.0,TWD,,transaction
2019-05-25 00:00:00,One,汽暖,-912.0,TWD,,transaction
2019-05-25 00:00:00,One,增肥,-136.0,TWD,春水堂,transaction
2019-05-25 00:00:00,One,增肥,-990.0,TWD,豬排,transaction
2019-05-25 00:00:00,One,有益,-416.0,TWD,網路概論,transaction
2019-05-25 00:00:00,One,遮羞,-4860.0,TWD,太陽眼鏡,transaction
2019-05-25 00:00:00,One,增肥,-95.0,TWD,711,transaction
2019-05-26 00:00:00,One,借過,-400.0,TWD,,transaction
2019-05-26 00:00:00,One,增肥,-340.0,TWD,下午茶,transaction
2019-05-26 00:00:00,One,增肥,-510.0,TWD,披薩,transaction
2019-05-26 00:00:00,One,增肥,-140.0,TWD,源味燉品屋,transaction
2019-05-27 00:00:00,One,增肥,-79.0,TWD,口香糖,transaction
2019-05-27 00:00:00,One,汽啪,-125.0,TWD,,transaction
2019-05-27 00:00:00,One,增肥,-100.0,TWD,排骨飯,transaction
2019-05-27 00:00:00,One,增肥,-35.0,TWD,飲料,transaction
2019-05-27 00:00:00,One,增肥,-55.0,TWD,沙拉,transaction
2019-05-28 00:00:00,One,增肥,-60.0,TWD,飲料,transaction
2019-05-28 00:00:00,One,一起,-20.0,TWD,,transaction
2019-05-28 00:00:00,One,增肥,-59.0,TWD,飯糰 水,transaction
2019-05-28 00:00:00,One,屋伯,-245.0,TWD,,transaction
2019-05-28 00:00:00,One,一起,-36.0,TWD,,transaction
2019-05-29 00:00:00,One,增肥,-60.0,TWD,,transaction
2019-05-29 00:00:00,One,增肥,-59.0,TWD,飯糰 水,transaction
2019-05-29 00:00:00,One,一起,-36.0,TWD,,transaction
2019-05-29 00:00:00,One,該死,-950.0,TWD,,transaction
2019-05-29 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-29 00:00:00,One,汽暖,-909.0,TWD,,transaction
2019-05-30 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-30 00:00:00,One,增肥,-25.0,TWD,,transaction
2019-05-30 00:00:00,One,一起,-30.0,TWD,,transaction
2019-05-30 00:00:00,One,增肥,-60.0,TWD,飲料,transaction
2019-05-31 00:00:00,One,增肥,-683.0,TWD,酒窖子,transaction
2019-05-31 00:00:00,One,一起,-24.0,TWD,,transaction
2019-05-31 00:00:00,One,一起,-36.0,TWD,,transaction
2019-05-31 00:00:00,One,增肥,-29.0,TWD,水,transaction
2019-05-31 00:00:00,One,屋伯,-170.0,TWD,,transaction
2019-06-01 00:00:00,One,該死,-650.0,TWD,KTV,transaction
2019-06-01 00:00:00,One,屋伯,-480.0,TWD,,transaction
2019-06-01 00:00:00,One,增肥,-40.0,TWD,清新,transaction
2019-06-01 00:00:00,One,頭暈,-366.0,TWD,,transaction
2019-06-01 00:00:00,One,頭暈,-109.0,TWD,,transaction
2019-06-01 00:00:00,One,頭暈,-366.0,TWD,,transaction
2019-06-01 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-02 00:00:00,One,增肥,-25.0,TWD,,transaction
2019-06-02 00:00:00,One,遮羞,-300.0,TWD,剪毛,transaction
2019-06-02 00:00:00,One,增肥,-65.0,TWD,咖啡,transaction
2019-06-02 00:00:00,One,增肥,-70.0,TWD,Come buy,transaction
2019-06-02 00:00:00,One,一起,-30.0,TWD,,transaction
2019-06-03 00:00:00,One,增肥,-100.0,TWD,山東小館,transaction
2019-06-03 00:00:00,One,增肥,-31.0,TWD,烏醋,transaction
2019-06-03 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-03 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-03 00:00:00,One,增肥,-390.0,TWD,頂好,transaction
2019-06-04 00:00:00,One,增肥,-55.0,TWD,可不可,transaction
2019-06-04 00:00:00,One,增肥,-173.0,TWD,麥噹噹,transaction
2019-06-04 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-04 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-04 00:00:00,One,公司,-129.0,TWD,Pixel 3a xl 手機殼,transaction
2019-06-05 00:00:00,One,增肥,-25.0,TWD,,transaction
2019-06-05 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-05 00:00:00,One,增肥,-75.0,TWD,JIATE,transaction
2019-06-05 00:00:00,One,增肥,-210.0,TWD,玖伍,transaction
2019-06-05 00:00:00,One,五金,-599.0,TWD,隱形眼鏡,transaction
2019-06-05 00:00:00,One,增肥,-35.0,TWD,,transaction
2019-06-06 00:00:00,One,增肥,-39.0,TWD,,transaction
2019-06-06 00:00:00,One,頭暈,-132.0,TWD,,transaction
2019-06-06 00:00:00,One,該死,-1980.0,TWD,,transaction
2019-06-06 00:00:00,One,增肥,-193.0,TWD,Subway,transaction
2019-06-07 00:00:00,One,增肥,-60.0,TWD,Csma,transaction
2019-06-07 00:00:00,One,增肥,-115.0,TWD,Subway,transaction
2019-06-08 00:00:00,One,該死,-1040.0,TWD,六福村,transaction
2019-06-08 00:00:00,One,增肥,-50.0,TWD,五十嵐,transaction
2019-06-08 00:00:00,One,遮羞,-399.0,TWD,皮帶,transaction
2019-06-08 00:00:00,One,該死,-1380.0,TWD,,transaction
2019-06-09 00:00:00,One,汽暖,-894.0,TWD,,transaction
2019-06-09 00:00:00,One,增肥,-140.0,TWD,,transaction
2019-06-09 00:00:00,One,增肥,-38.0,TWD,,transaction
2019-06-09 00:00:00,One,增肥,-35.0,TWD,,transaction
2019-06-09 00:00:00,One,增肥,-55.0,TWD,樺達奶茶,transaction
2019-06-09 00:00:00,One,增肥,-127.0,TWD,711,transaction
2019-06-10 00:00:00,One,增肥,-120.0,TWD,燒臘,transaction
2019-06-10 00:00:00,One,薪資,40915.0,TWD,,transaction
2019-06-10 00:00:00,One,一起,-40.0,TWD,,transaction
2019-06-10 00:00:00,One,增肥,-177.0,TWD,全聯,transaction
2019-06-10 00:00:00,One,汽啪,-230.0,TWD,,transaction
2019-06-11 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-11 00:00:00,One,增肥,-100.0,TWD,排骨便當,transaction
2019-06-11 00:00:00,One,增肥,-115.0,TWD,豬腳大王,transaction
2019-06-11 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-12 00:00:00,One,該死,-510.0,TWD,KTV,transaction
2019-06-12 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-12 00:00:00,One,屋伯,-257.0,TWD,,transaction
2019-06-12 00:00:00,One,頭暈,-366.0,TWD,,transaction
2019-06-13 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-13 00:00:00,One,增肥,-115.0,TWD,燒臘,transaction
2019-06-13 00:00:00,One,增肥,-173.0,TWD,麥噹噹,transaction
2019-06-13 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-14 00:00:00,One,五金,-120.0,TWD,瓦斯費,transaction
2019-06-14 00:00:00,One,孝親,-10000.0,TWD,,transaction
2019-06-14 00:00:00,One,增肥,-50.0,TWD,,transaction
2019-06-14 00:00:00,One,增肥,-300.0,TWD,,transaction
2019-06-14 00:00:00,One,汽暖,-852.0,TWD,,transaction
2019-06-14 00:00:00,One,汽啪,-180.0,TWD,,transaction
2019-06-14 00:00:00,One,一起,-20.0,TWD,,transaction
2019-06-14 00:00:00,One,增肥,-240.0,TWD,金峰滷肉飯,transaction
2019-06-14 00:00:00,One,一起,-16.0,TWD,,transaction
2019-06-14 00:00:00,One,一起,-20.0,TWD,,transaction
2019-06-15 00:00:00,One,霧狀,-1560.0,TWD,,transaction
2019-06-15 00:00:00,One,汽暖,-240.0,TWD,,transaction
2019-06-15 00:00:00,One,遮羞,-1399.0,TWD,H&M,transaction
2019-06-16 00:00:00,One,增肥,-39.0,TWD,,transaction
2019-06-16 00:00:00,One,增肥,-290.0,TWD,,transaction
2019-06-16 00:00:00,One,增肥,-29.0,TWD,,transaction
2019-06-17 00:00:00,One,講話,-138.0,TWD,,transaction
2019-06-17 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-17 00:00:00,One,增肥,-80.0,TWD,關東煮,transaction
2019-06-17 00:00:00,One,增肥,-29.0,TWD,,transaction
2019-06-17 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-18 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-18 00:00:00,One,增肥,-125.0,TWD,黃記,transaction
2019-06-18 00:00:00,One,一起,-16.0,TWD,,transaction
2019-06-18 00:00:00,One,一起,-16.0,TWD,,transaction
2019-06-19 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-19 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-19 00:00:00,One,增肥,-100.0,TWD,,transaction
2019-06-19 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-19 00:00:00,One,增肥,-65.0,TWD,迷克夏,transaction
2019-06-19 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-20 00:00:00,One,汽暖,-855.0,TWD,,transaction
2019-06-20 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-20 00:00:00,One,汽啪,-230.0,TWD,,transaction
2019-06-20 00:00:00,One,增肥,-55.0,TWD,可不可,transaction
2019-06-20 00:00:00,One,增肥,-100.0,TWD,黃記,transaction
2019-06-20 00:00:00,One,增肥,-285.0,TWD,小籠包,transaction
2019-06-20 00:00:00,One,增肥,-60.0,TWD,,transaction
2019-06-21 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-21 00:00:00,One,增肥,-110.0,TWD,牛肉麵,transaction
2019-06-21 00:00:00,One,增肥,-155.0,TWD,Starbucks,transaction
2019-06-21 00:00:00,One,增肥,-25.0,TWD,,transaction
2019-06-21 00:00:00,One,遮羞,-50000.0,TWD,近視雷射,transaction
2019-06-22 00:00:00,One,增肥,-1141.0,TWD,頂好,transaction
2019-06-22 00:00:00,One,五金,-39.0,TWD,粉餅,transaction
2019-06-22 00:00:00,One,屋伯,-476.0,TWD,,transaction
2019-06-22 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-22 00:00:00,One,五金,-120.0,TWD,指套,transaction
2019-06-23 00:00:00,One,該死,-1380.0,TWD,,transaction
2019-06-23 00:00:00,One,增肥,-286.0,TWD,,transaction
2019-06-23 00:00:00,One,一起,-20.0,TWD,,transaction
2019-06-23 00:00:00,One,一起,-15.0,TWD,,transaction
2019-06-23 00:00:00,One,汽啪,-60.0,TWD,,transaction
2019-06-23 00:00:00,One,增肥,-260.0,TWD,IKEA,transaction
2019-06-24 00:00:00,One,五金,-138.0,TWD,調音器,transaction
2019-06-24 00:00:00,One,增肥,-181.0,TWD,Subway,transaction
2019-06-24 00:00:00,One,增肥,-29.0,TWD,,transaction
2019-06-24 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-24 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-24 00:00:00,One,增肥,-70.0,TWD,Come buy,transaction
2019-06-24 00:00:00,One,增肥,-390.0,TWD,,transaction
2019-06-25 00:00:00,One,該死,-245.0,TWD,Spotify,transaction
2019-06-25 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-25 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-25 00:00:00,One,遮羞,-300.0,TWD,剪毛,transaction
2019-06-25 00:00:00,One,增肥,-35.0,TWD,木瓜牛奶,transaction
2019-06-25 00:00:00,One,增肥,-35.0,TWD,,transaction
2019-06-26 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-26 00:00:00,One,增肥,-120.0,TWD,麥噹噹,transaction
2019-06-26 00:00:00,One,苦口,-109.0,TWD,,transaction
2019-06-26 00:00:00,One,一起,-24.0,TWD,,transaction
2019-06-27 00:00:00,One,汽暖,-861.0,TWD,,transaction
2019-06-27 00:00:00,One,增肥,-25.0,TWD,711,transaction
2019-06-27 00:00:00,One,增肥,-135.0,TWD,星巴克,transaction
2019-06-27 00:00:00,One,五金,-199.0,TWD,水費,transaction
